pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
7432	赤い犬が跳び上がってテニスボールを口でキャッチしている	黄褐色の犬が跳び上がってテニスボールをキャッチしている	3.7	neutral
7434	男性が列車で座っていて、顔に手を押し当てて休息している	男性は列車で立っていて、顔に手を押し当てて休息している	3.3	neutral
7437	男性が列車で座っていて、顔に手を押し当てて休息している	毛深い男性は列車で座っている	2.7	neutral
7438	男性が列車で座っていて、顔に手を押し当てて休息している	あごひげの生えた男性は列車で座っていない	2.0	neutral
7441	男性が列車で座っていて、顔に手を押し当てて休息している	あごひげの生えた男性は列車で座っている	2.3	neutral
7444	幼少の子供向けのその番組は、公園のわくわくするブランコを集中して取り上げている	幼少の子供が公園に設置されたブランコに乗って興奮を示している	3.0	neutral
7446	小さな女の子はブランコに乗っておらず、女性は彼女の後ろに立っていない	小さな女の子はブランコに乗っていて、女性は彼女の後ろに立っている	3.3	contradiction
7451	幼少の子供が公園のブランコのセットに乗って興奮を示している	小さな女の子はブランコに乗っていて、女性は彼女の後ろに立っている	2.7	neutral
7452	幼少の子供が公園に設置されたブランコに乗って退屈を示している	小さな女の子はブランコに乗っていて、女性は彼女の後ろに立っている	3.0	neutral
7454	小さな女の子はブランコに乗っていて、女性は彼女の後ろに立っている	幼少の子供が公園に設置されたブランコに乗って興奮を示している	3.0	neutral
7455	男性が水中のサーブボードの上で芸を行っている	ある人が水中のサーブボードの上で芸を行っている	4.7	entailment
7457	サーファーがその波に乗っている	その波はサーファーに乗られている	5.0	entailment
7459	サーファーがその波に乗っている	ライダーがサーフィンで波に乗っている	3.3	neutral
7461	波に乗っているサーファーは一人もいない	男性が水中のサーブボードの上で芸を行っている	2.3	neutral
7462	ライダーがサーフィンで波に乗っている	男性が水中のサーブボードの上で芸を行っている	2.7	neutral
7468	そのグループの人々は薄暗い部屋の中で座っている	頭の鈍い人々のグループが部屋の中で座っている	3.7	neutral
7470	一人の男性と二人の女性が明るい部屋の中で、ロウソクの付いたテーブルのそばに立っている	暗くなった部屋の中にいる一人の男性と二人の女性が、ロウソクの付いたテーブルの席についている	3.3	neutral
7472	一人の男性と二人の女性が明るい部屋の中で、ロウソクの付いたテーブルのそばに立っている	そのグループの人々は薄暗い部屋の中で座っている	3.0	neutral
7474	暗くなった部屋の中にいる一人の男性と二人の女性が、ロウソクの付いたテーブルの席についている	そのグループの人々は薄暗い部屋の中で座っていない	2.7	neutral
7476	暗くなった部屋の中にいる一人の男性と二人の女性が、ロウソクの付いたテーブルの席についている	そのグループの人々は薄暗い部屋の中で座っている	3.3	neutral
7479	二人の男がテーブルの周りに座っていて、ビールを手に持っている	二人の男がテーブルの周りに座っていて、ビールを手に持っている	5.0	entailment
7481	二人の男がテーブルの周りに座っていて、ビールを手に持っている	白いシャツを着てサングラスをかけた男性と黒いシャツを着てサングラスをかけた男性が、四本のビール瓶の置かれたテーブルの席についている	3.3	neutral
7483	二人の男がテーブルの周りに座っていて、ビールを手に持っている	白いシャツを着てサングラスをかけた男性と黒いシャツを着てサングラスをかけた男性が、四本のビールの瓶の置かれたテーブルの席についている	3.0	neutral
7485	二人の男がテーブルの周りに座っていて、ビールを手に持っている	白いシャツを着てサングラスをかけた男性と黒いシャツを着てサングラスをかけた男性が、四本のビール瓶の置かれたテーブルの席についている	2.7	neutral
7486	犬はそのボールを追いかけている	犬がボールを追いかけている	5.0	entailment
7487	犬がボールを追いかけている	ボールを追いかけている犬は一匹もいない	4.0	contradiction
7491	犬がボールを追いかけている	犬は青いボールをキャッチしていない	2.7	neutral
7492	犬は青いボールをキャッチしている	犬はそのボールを追いかけている	3.3	neutral
7493	ボールを追いかけている犬は一匹もいない	犬は青いボールをキャッチしている	3.0	neutral
7496	ある人がシャツを着ていなくて、そのビールを下に置いている	ある人が赤いジャケットを着ていて、ビールを持っている	3.3	neutral
7497	女性は赤いジャケットを着ていて、白いＴシャツを着た男性の前でグラスを持っている	女性は赤いジャケットを着ていて、白いＴシャツを着た男性の前でグラスを持っている	5.0	entailment
7499	女性は赤いジャケットを着ていて、白いＴシャツを着た男性の前でグラスを持っている	女性はＴシャツを着ている男性の前で白いジャケットと赤いグラスを持っている	3.0	neutral
7503	女性は赤いジャケットを着ていて、白いＴシャツを着た男性の前でグラスを持っている	ある人が赤いジャケットを着ていて、注意深くビールを持っている	3.3	neutral
7504	女性は赤いジャケットを着ていて、白いＴシャツを着た男性の前でグラスを持っている	ある人がシャツを着ていなくて、そのビールを下に置いている	2.0	neutral
7505	ある人が赤いジャケットを着ていて、ビールを持っている	女性は赤いジャケットを着ていて、白いＴシャツを着た男性の前でグラスを持っている	3.0	neutral
7506	二匹の茶色の犬が水の中でフリスビーで遊んでいる	二匹の茶色の犬が水の中でそのフリスビーで遊んでいる	5.0	entailment
7507	二匹の茶色の犬が水の中でフリスビーで遊んでいる	二匹の茶色の犬がフリスビーを水の中に置き去りにしている	3.3	neutral
7508	二匹の犬が湖でフリスビーを取り合って戦っている	二匹の犬が湖でフリスビーを取り合って喧嘩をしている	4.7	entailment
7509	湖でフリスビーを取り合って喧嘩をしている犬は一匹もいない	二匹の犬が湖でフリスビーを取り合って喧嘩をしている	4.0	contradiction
7511	湖でフリスビーを取り合って喧嘩をしている犬は一匹もいない	二匹の茶色の犬が水の中でフリスビーで遊んでいる	2.7	neutral
7516	ピンク色の服を着た女の子がリボンをくるくる回している	リボンをくるくる回しているピンク色の服を着た女の子は一人もいない	4.0	contradiction
7522	リボンをくるくる回しているピンク色の服を着た女の子は一人もいない	女の子は白いシャツとピンク色のスカートを着ていて、家の前に立っている	1.7	neutral
7525	屋外で雨どいで遊んでいて他の家族が見守っている子供は一人もいない	子供が屋外で雨どいで遊んでいて、他の家族は見守っている	4.0	contradiction
7526	子供が屋外で遊んでいる誰かをじっと見ていて、他の家族の上に水を噴出させている	子供が屋外で雨どいで遊んでいて、他の家族は見守っている	2.7	neutral
7527	ホースが男性の隣にいる男の子につかまれていて、別の男の子が見ている	男の子が男性の隣にあるホースをつかんでいて、別の男の子が見ている	5.0	entailment
7532	屋外で雨どいで遊んでいて他の家族が見守っている子供は一人もいない	男の子が男性の隣にあるホースをつかんでいて、別の男の子が見ている	1.3	neutral
7534	子供が屋外で雨どいで遊んでいて、他の家族は見守っている	男の子が男性の隣にあるホースをつかんでいて、別の男の子が見ている	1.3	neutral
7537	フットボール選手が、フットボールを運んでいる役員のそばを走り過ぎている	フットボール選手が、転がっているフットボールを通り過ぎて役員を運んでいる	2.0	neutral
7539	紫色のジャージを着たフットボール選手がタッチダウンするためにボールを持って走っている	タッチダウンするためにボールを持って走っている紫色のジャージを着たフットボール選手は一人もいない	4.0	contradiction
7542	紫色のジャージを着たフットボール選手がタッチダウンするためにボールを持って走っている	フットボールをしている人が、フットボールを運んでいる役員のそばを走り過ぎている	2.3	neutral
7543	紫色のジャージを着たフットボール選手がタッチダウンするためにボールを持って走っている	フットボール選手が、フットボールを運んでいる役員に偶然出会っている	2.0	neutral
7545	紫色のジャージを着たフットボール選手がタッチダウンするためにボールを持って走っている	フットボール選手が、フットボールを運んでいる役員のそばを走り過ぎている	2.3	neutral
7547	青いレオタードを着た幼い女の子が地面の上でジャンプしている	青いレオタードを着た幼い女の子が空中にジャンプしている	4.3	entailment
7549	青い服を着た幼い女の子が地面の上でジャンプしている	空中にジャンプしている青い服を着た女の子は一人もいない	4.0	contradiction
7550	青いレオタードを着た幼い女の子が空中にジャンプしている	青い服を着た幼い女の子は空中にジャンプしている	4.0	entailment
7551	青いレオタードを着た幼い女の子が空中にジャンプしている	空中にジャンプしている青い服を着た女の子は一人もいない	4.0	contradiction
7553	青い服を着た幼い女の子が地面の上でジャンプしている	青いレオタードを着た幼い女の子が地面の上でジャンプしている	4.0	neutral
7554	青いレオタードを着た幼い女の子が空中にジャンプしている	青い服を着た幼い女の子が地面の上でジャンプしている	4.0	neutral
7556	小さい男の子が顔に微笑を浮かべて緑色のトンネルの中で座っている	小さい男の子が顔に微笑を浮かべて緑色のトンネルの中を這い進んでいる	3.3	contradiction
7557	縞模様のシャツを着た幼少の男の子が緑色のチューブから滑り出てきている	縞模様のシャツを着た小さな男の子が緑色のチューブから滑り出てきている	4.7	entailment
7558	縞模様のシャツを着た幼少の男の子が緑色のチューブから滑り出てきている	幼少のシャツを着ていない男の子が緑色のチューブの中に滑り込んでいる	3.3	neutral
7559	緑色のシャツを着た幼少の男の子がスライディングチューブに縞模様をつけている	縞模様のシャツを着た幼少の男の子が緑色のチューブから滑り出てきている	2.0	neutral
7561	小さい男の子が顔に微笑を浮かべて緑色のトンネルの中で座っている	幼少のシャツを着ていない男の子が緑色のチューブの中に滑り込んでいる	2.3	neutral
7563	男の子は小さくて、顔に微笑を浮かべて緑色のトンネルの中で座っている	縞模様のシャツを着た幼少の男の子が緑色のチューブから滑り出てきている	2.3	neutral
7564	縞模様のシャツを着た幼少の男の子が緑色のチューブから滑り出てきている	小さい男の子が顔に微笑を浮かべて緑色のトンネルの中を這い進んでいる	2.7	neutral
7567	その人は自転車に乗って空中を飛んでいる	その人は自転車に乗って空中を飛んでいない	4.0	contradiction
7569	太陽がバイクのフレームを通して揺らめいていて空中を跳んでいるバイクに乗った人は一人もいない	バイクに乗っている人が空中を跳んでいて、太陽がバイクのフレームを通して揺らめいている	4.0	contradiction
7572	バイクに乗っている人が空中を跳んでいて、太陽がバイクのフレームを通して揺らめいている	その人はその自転車に乗って空中を飛んでいる	2.7	neutral
7573	バイクに乗っている人が空中を跳んでいて、太陽がバイクのフレームを通して揺らめいている	その人は自転車に乗って空中を飛んでいない	2.0	neutral
7576	大勢の男性たちは泥だらけのフィールドでラグビーをしている	大勢の男性たちは泥だらけのフィールドでラグビーをしていない	3.7	contradiction
7577	大勢の男性たちはラグビーフィールドで泥で遊んでいる	大勢の男性たちは泥だらけのフィールドでラグビーをしている	3.3	neutral
7580	大勢の男性たちは泥だらけのフィールドでラグビーをしている	ラグビーが何人かの男性にプレイされている	3.3	entailment
7581	大勢の男性たちは泥だらけのフィールドでラグビーをしている	何人かの男性がダラダラと過ごしている	1.7	neutral
7583	大勢の男性たちは泥だらけのフィールドでラグビーをしていない	何人かの男性がラグビーをしている	3.0	neutral
7587	バイクライダーは別のバイクライダーの事故を見ていない	バイクライダーは別のバイクライダーの事故を見ている	4.0	contradiction
7588	ある人が、横倒しになっていて別のバイクがそばを疾走している、モトクロス用に設計されたバイクを見ている	ある人が、横倒しになっていて別のバイクがそばを疾走している、モトクロス用のバイクを見ている	5.0	entailment
7594	バイクライダーは別のバイクライダーの事故を見ている	ある人が、横倒しになっていて別のバイクがそばを疾走している、モトクロス用のバイクを見ている	3.0	neutral
7599	茶色の犬と灰色の犬が雪の中で喧嘩をしている	茶色の犬と灰色の犬が雪の中で遊んでいる	3.3	neutral
7603	雪の中で遊んでいる犬は一匹もいない	茶色の犬と灰色の犬が雪の中で遊んでいる	2.7	contradiction
7606	若い女性が手にタトゥーを入れている	女の子が手にタトゥーを入れている	4.3	neutral
7608	タトゥーが白いセーターを着た女性によりティーンエイジャーの手に描かれている	白いセータを着た女性はティーンエイジャーの手にタトゥーを描いている	5.0	entailment
7609	白いセータを着た女性はティーンエイジャーの手にタトゥーを描いていない	白いセータを着た女性はティーンエイジャーの手にタトゥーを描いている	4.0	contradiction
7611	白いセータを着た女性はティーンエイジャーの手にタトゥーを描いていない	女の子が手にタトゥーを入れている	2.3	neutral
7612	若い女性が手にタトゥーを入れている	白いセータを着た女性はティーンエイジャーの手にタトゥーを描いている	3.0	neutral
7613	女の子が手からタトゥーを取り除いている	白いセータを着た女性はティーンエイジャーの手にタトゥーを描いている	2.0	neutral
7616	紫色のトップスを着た女性が二本の石柱の間で自転車を押して歩いている	二本の石柱の間で自転車を押して歩いている紫色のトップスを着た女性は一人もいない	4.0	contradiction
7618	紫色と青の服を着た女の子が夜に自分のバイクのそばをゆっくりと歩いている	紫色と青の服を着た女の子が夜に自分のバイクのそばを歩いている	4.7	entailment
7619	紫色と青の服を着た女の子が夜に自分のバイクのそばを歩いている	裸の女の子が夜に自分のバイクのそばを歩いている	3.0	neutral
7622	紫色と青の服を着た女の子が夜に自分のバイクのそばを歩いている	紫色をしたトップスを着た女性が二本の石柱の間で自転車を押して歩いている	3.0	neutral
7625	紫色と青の服を着た女の子が夜に自分のバイクのそばを歩いている	紫色のトップスを着た女性が二本の石柱の間で自転車を押して歩いている	2.3	neutral
7629	男性が後ろに水があるいくつかの岩の上の黄色のカヌーのそばで胸を露わにして立っている	男性が赤いジャケットを着ていて、背後に水があるいくつかの岩の上の黄色のカヌーのそばで立っている	3.0	neutral
7630	男性が赤いジャケットを着ていて、後ろに水があるいくつかの丸石の上の黄色のカヌーのそばで立っている	赤いジャケットを着た男性が海のそばのいくつかの岩の上にある黄色のカヤックの隣に立っている	3.3	neutral
7634	赤いジャケットを着た男性が海のそばのいくつかの岩の上にある黄色のカヤックの隣に立っている	男性が赤いジャケットを着ていて、背後に水があるいくつかの岩の上の黄色のカヌーのそばで立っている	3.3	neutral
7636	黒い犬は水の上に懸かった木の幹の橋に沿って歩いている	黒い犬は水の上に懸かった木の幹の橋に沿って歩いていない	4.0	contradiction
7638	犬が倒木で作られた橋の上で川を渡っている	倒木で作られた橋の上で川を渡っている犬は一匹もいない	4.0	contradiction
7639	一本の木が、犬が渡っている川の上に作られた橋の上に倒れている	犬が倒木で作られた橋の上で川を渡っている	2.7	neutral
7641	黒い犬は水の上に懸かった木の幹の橋に沿って歩いている	倒木で作られた橋の上で川を渡っている犬は一匹もいない	3.0	neutral
7642	黒い犬は水の上に懸かった木の幹の橋に沿って歩いている	一本の木が、犬が渡っている川の上に作られた橋の上に倒れている	2.7	neutral
7643	黒い毛並みをした犬は水の上に懸かった木の幹の橋に沿って歩いている	犬が倒木で作られた橋の上で川を渡っている	3.0	neutral
7647	緑色と白のスポーツのユニフォームを着た子供が草地の上で休憩している	緑色と白のスポーツのユニフォームを着た子供が草地の上を走っている	3.3	neutral
7648	小さな男の子が緑色のサッカーのユニフォームを誇らしげに着ていて、草地の上で走っている	小さな男の子が緑色のサッカーのユニフォームを着ていて、草地の上で走っている	5.0	entailment
7651	緑色と白のスポーツのユニフォームを着た子供が草地の上を走っている	緑色のサッカーのユニフォームを着ていて草地の上で走っている小さな男の子は一人もいない	3.3	neutral
7652	緑色と白のスポーツ用のユニフォームを着た子供が草地の上を走っている	小さな男の子が緑色のサッカーのユニフォームを着ていて、草地の上で走っている	3.7	neutral
7653	小さな男の子が緑色のサッカーのユニフォームを着ていて、草地の上で走っている	緑色と白のスポーツのユニフォームを着た子供が草地の上で休憩している	3.0	neutral
7654	緑色と白のスポーツのユニフォームを着た子供が草地の上を走っている	小さな男の子が緑色のサッカーのユニフォームを着ていて、草地の上で走っている	3.7	neutral
7657	黒い帽子をかぶった女の子が海辺でビキニを着ている	ビキニを着ていない黒人の女の子が海辺で帽子をかぶっている	2.7	neutral
7658	ビキニを着た若い婦人が海辺で横たわっている	若く見える婦人が海辺で横たわっている	3.7	entailment
7659	ビキニを着た若い婦人が海辺で横たわっている	ビキニを着た若い婦人が海辺で立っている	3.3	contradiction
7660	若く見える婦人が海辺で横たわっている	黒い帽子をかぶった女の子が海辺でビキニを着ている	2.3	neutral
7662	黒い帽子をかぶった女の子は海辺でビキニを着ている	ビキニを着た若い婦人が海辺で横たわっている	2.7	neutral
7665	ビキニを着た若い婦人が海辺で横たわっている	黒い帽子をかぶった女の子が海辺でビキニを着ている	2.3	neutral
7666	男性は海辺の水際の濡れた岸で逆立ちをしている	男性は海辺の水際の濡れた砂地で逆立ちをしている	4.0	neutral
7668	男性が海辺で逆立ちを行っている	逆立ちが男性により海辺で行われている	5.0	entailment
7669	男性が海辺で座っている	男性が海辺で逆立ちを行っている	3.3	neutral
7670	男性は海辺の水際の濡れた砂地で逆立ちをしている	逆立ちが男性により海辺で行われている	3.7	entailment
7672	男性は海辺の水際の濡れた岸で逆立ちをしている	男性が海辺で逆立ちを行っている	4.0	entailment
7675	幼い年齢の男の子が公園で母親と遊んでいる	幼い男の子が公園で母親と遊んでいる	5.0	entailment
7678	青い服を着た男の子は青い服を着た女性から逃げている	青い服を着た男の子が青い服を着た女性から逃げている	5.0	entailment
7680	幼い男の子が公園で母親と遊んでいる	青い服を着た男の子は青い服を着た女性から逃げている	1.7	neutral
7681	幼い男の子が公園で母親と遊んでいる	青い服を着た男の子が青い服を着た女性の方に走っている	1.7	neutral
7682	幼い年齢の男の子が公園で母親と遊んでいる	青い服を着た男の子が青い服を着た女性から逃げている	1.7	neutral
7687	茶色の髪をした小さな男の子が茶色の椅子から床に跳び下りている	茶色の椅子から床に跳び下りている茶色の髪をした小さな男の子は一人もいない	4.0	contradiction
7688	幼い男の子が急いで椅子から跳び下りている	幼い男の子が椅子から跳び下りている	4.7	entailment
7689	幼い男の子が椅子から跳び下りている	幼い男の子が椅子に跳び乗っている	3.3	neutral
7692	茶色の髪をした一人の小さな男の子が茶色の椅子から床に跳び下りている	幼い男の子が椅子から跳び下りている	3.7	entailment
7697	二つのボールが何人かのカラフルな子供たちにぶつかって弾んでいる	二人の子供がカラフルなボールの上で弾んでいる	3.0	neutral
7699	子供たちは黒いタイツを着ておらず、びょんびょん跳んでいない	子供たちは黒いタイツを着ていて、びょんびょん跳んでいる	3.7	contradiction
7700	二人の子供がカラフルなボールの上で弾んでいる	何人かの子供たちが黒いタイツを着ていて、びょんびょん跳んでいる	3.0	neutral
7701	子供たちは黒いタイツを着ておらず、びょんびょん跳んでいない	二人の子供がカラフルなボールの上で弾んでいる	2.3	neutral
7702	二人の児童がカラフルなボールの上で弾んでいる	子供たちは黒いタイツを着ていて、びょんびょん跳んでいる	3.0	neutral
7703	二人の子供がカラフルなボールの上に座っている	子供たちは黒いタイツを着ていて、びょんびょん跳んでいる	2.3	neutral
7707	小さな女の子が顔をしかめていて、偽の鼻と眼鏡を外している	小さな女の子が微笑んでいて、偽の鼻と眼鏡を着けている	3.3	neutral
7711	小さな女の子が微笑んでいて、偽の鼻と眼鏡を着けている	ピンク色のトップスを着たブロンドの女の子は、微笑んでおらず、大きな鼻が付いた面白い眼鏡をかけていない	2.3	neutral
7712	ピンク色のトップスを着たブロンドの女の子は、微笑んでいて、大きな鼻が付いた面白い眼鏡をかけている	小さな女の子は微笑んでいて、偽の鼻と眼鏡を着けている	3.7	neutral
7714	ピンク色のトップスを着たブロンドの女の子は、微笑んでいて、大きな鼻が付いた面白い眼鏡をかけている	小さな女の子が微笑んでいて、偽の鼻と眼鏡を着けている	3.7	neutral
7716	男性が水鉄砲で白い犬の口の中に水を吹きかけている	水鉄砲で白い犬の口の中に水を吹きかけている男性は一人もいない	4.0	contradiction
7719	男性が水鉄砲で白い犬の口の中に水を吹きかけている	男性はスーパーソーカーを犬の口の中に吹き付けている	3.7	neutral
7722	男性がスーパーソーカーを犬の口の中に吹き付けている	水鉄砲で白い犬の口の中に水を吹きかけている男性は一人もいない	3.0	contradiction
7723	男性がスーパーソーカーを犬の口の中に吹き付けている	男性が水鉄砲で白い犬の口の中に水を吹きかけている	3.7	entailment
7724	傘の下の男の子が、青で染められたコートを着ている父親に抱きしめられている	傘の下の男の子が、青いコートを着ている父親に抱きしめられている	5.0	entailment
7728	子供が新しい世界を体験している	子供が眠りについている	3.0	neutral
7729	傘の下の男の子が、青いコートを着ている父親に抱きしめられている	子供がびっくりして新しい世界を体験している	1.7	neutral
7731	子供が新しい世界を体験している	傘の下の男の子が、青で染められたコートを着ている父親に抱きしめられている	1.7	neutral
7732	子供が新しい世界を体験している	傘の下の男の子が、青いコートを着ている父親に放してもらっている	1.7	neutral
7733	男の子は青いコートを着ていて、傘の下の父親に抱きしめられている	子供が新しい世界を体験している	1.7	neutral
7739	犬が雪に覆われた海岸で一匹で遊んでいる	犬が雪の吹きだまりに沿って歩いている	2.7	neutral
7740	犬が雪で覆われた海辺で眠っている	犬が雪の吹きだまりに沿って歩いている	2.7	neutral
7741	犬がその雪の吹きだまりに沿って歩いている	犬が雪に覆われた海辺で一匹で遊んでいる	2.7	neutral
7742	犬が雪に覆われた海辺で一匹で遊んでいる	雪の吹きだまりに沿って歩いている犬は一匹もいない	1.7	neutral
7744	淡褐色の犬が街路を走り上がっている	淡褐色の犬は街路を走り上がっている	5.0	entailment
7746	犬は茶色のライトにぶつかっている	淡褐色の犬が街路を走り上がっている	2.0	neutral
7747	大きな犬が急勾配の丘をよじ登っている	大きな犬が急勾配の丘を荒々しくよじ登っている	4.0	neutral
7751	大きな犬が急勾配の丘をよじ登っている	淡褐色の犬は街路を走り上がっている	3.3	neutral
7752	大きな犬が急勾配の丘をよじ登っている	街路を走り上がっている淡褐色の犬は一匹もいない	2.0	neutral
7753	犬は茶色のライトにぶつかっている	大きな犬が急勾配の丘をよじ登っている	1.3	neutral
7754	大きな犬が急勾配の丘をよじ登っている	淡褐色の犬が街路を走り上がっている	3.0	neutral
7755	一人の男性と一人の女性が市街地の通りを歩いている	一人の男性と一人の女性が街路を歩いている	4.3	entailment
7757	人々が混雑した街路を通って歩いている	人々が混雑している街路を通って歩いている	5.0	entailment
7760	人々が混雑している街路を通って歩いている	一人の男性と一人の女性が街路を歩いている	3.7	neutral
7763	一人の男性と一人の女性が市街地の通りを歩いている	人々が混雑した街路を通って歩いている	3.3	neutral
7764	人々が混雑した街路を通って歩いている	一人の男性と一人の女性が街路でぶらぶら過ごしている	3.3	neutral
7768	サーファーが大きな波に乗っている	サーファーは大きな波に乗っている	5.0	entailment
7769	サーファーは小さな波に乗っている	サーファーは大きな波に乗っている	3.3	neutral
7771	サーファーが深緑色の水を横切って大きな波に乗っている	サーファーが大きな波に乗っている	4.0	entailment
7776	サーファーが深緑色の水を横切って大きな波に乗っている	サーファーは大きな波に乗っている	3.7	entailment
7777	縞模様の半ズボンをはいたシャツを着ていない男性は、白いシャツを着てサングラスをかけた男性の近くに立っている	縞模様の半ズボンをはいてサングラスをかけたシャツを着ていない男性は、白いシャツを着てサングラスをかけた人の近くに立っている	4.0	neutral
7778	縞模様の半ズボンをはいてサングラスをかけたシャツを着ていない男性は、白いシャツを着てサングラスをかけた男性の近くに立っていない	縞模様の半ズボンをはいたシャツを着ていない男性は、白いシャツを着てサングラスをかけた男性の近くに立っている	3.0	neutral
7779	筋骨たくましい黒人の男性はダンスをしていて、彼の後ろにいる男性は緑色のビーズ飾りを着けている	筋骨たくましい男性はダンスをしていて、彼の後ろにいる男性は緑色のビーズ飾りを着けている	4.7	entailment
7780	筋骨たくましい黒人の男性はダンスをしていて、彼の後ろにいる男性は緑色のビーズ飾りを着けている	筋骨たくましい白人の男性はダンスをしていて、彼の後ろにいる男性は緑色のビーズ飾りを着けている	3.7	neutral
7781	筋骨たくましい男性はダンスをしていて、彼の後ろにいる男性は緑色のビーズ飾りを着けている	縞模様の半ズボンをはいたシャツを着ていない男性は、白いシャツを着てサングラスをかけた男性の近くに立っている	1.0	neutral
7782	縞模様の半ズボンをはいたシャツを着ていない男性は、白いシャツを着てサングラスをかけた男性の近くに立っている	筋骨たくましい白人の男性はダンスをしていて、彼の後ろにいる男性は緑色のビーズ飾りを着けている	1.0	neutral
7784	筋骨たくましい黒人の男性はダンスをしていて、彼の後ろにいる男性は緑色のビーズ飾りを着けている	縞模様の半ズボンをはいてサングラスをかけたシャツを着ていない男性は、白いシャツを着てサングラスをかけた男性の近くに立っていない	1.0	neutral
7785	筋骨たくましい黒人の男性はダンスをしていて、彼の後ろにいる男性は緑色のビーズ飾りを着けている	縞模様の半ズボンをはいたシャツを着ていない男性は、白いシャツを着てサングラスをかけた男性の近くに立っている	1.0	neutral
7787	スノーボードに乗って空中を飛んでいる灰色のズボンをはいている人は一人もいない	灰色のズボンをはいている人がスノーボードに乗って空中を飛んでいる	3.3	contradiction
7790	スノーボーダーが空中を跳んでいる	灰色のズボンをはいている人がスノーボードに乗って空中を飛んでいる	3.0	neutral
7792	灰色のズボンをはいている人がスノーボードに乗っている	スノーボードをしている男性が空中を跳んでいる	2.3	neutral
7793	スノーボードに乗って空中を飛んでいる灰色のズボンをはいている人は一人もいない	スノーボードをしている男性が空中を跳んでいる	2.0	neutral
7794	スノーボードをしている男性が空中を跳んでいる	灰色のズボンをはいている人がスノーボードに乗って空中を飛んでいる	3.0	neutral
7798	緑色のヘッドバンドを着けたテニス選手がボールを打っている	緑色のヘッドバンドを着けたテニス選手がボールを打ちそこなっている	4.0	contradiction
7804	男性がしゃがんでいて、カメラを構えている	ある人がしゃがんでいて、カメラを構えている	4.3	entailment
7805	男性がしゃがんでいて、カメラを構えている	女性がしゃがんでいて、カメラを構えている	3.7	neutral
7807	男性がやぶの中でしゃがんでいて、写真を撮っている	やぶの中でしゃがんでいて写真を撮っている男性は一人もいない	4.0	contradiction
7808	男性がやぶの中でしゃがんでいて、写真を撮っている	男性がしゃがんでいて、カメラを構えている	3.7	neutral
7810	男性がやぶの中でしゃがんでいて、写真を撮っている	ある人がしゃがんでいて、カメラを構えている	3.3	neutral
7811	男性がやぶの中でしゃがんでいて、写真を撮っている	女性がしゃがんでいて、カメラを構えている	2.3	neutral
7813	何匹かの犬が川の中で遊んでいる	何匹かの犬が小川の中で遊んでいる	4.0	neutral
7817	何匹かの犬が小川の中で遊んでいる	二匹の犬が水の中で動いている何かを見ている	2.7	neutral
7819	二匹の犬が水の中で飛沫を飛ばしている何かを見ている	何匹かの犬が川の中で遊んでいる	2.3	neutral
7821	二匹の犬が水の中で飛沫を飛ばしている何かを見ている	何匹かの犬が小川の中で遊んでいる	2.0	neutral
7822	黒い犬が円筒形の干し草の俵からジャンプしている	黒い犬が円筒形の干し草の俵から跳んでいる	5.0	entailment
7823	白い犬が円筒形の干し草の俵から跳んでいる	黒い犬が円筒形の干し草の俵から跳んでいる	3.7	neutral
7834	茶色の犬が空中に跳んでいる	空中にジャンプしている茶色の犬は一匹もいない	3.0	contradiction
7836	空中にジャンプしている茶色の犬は一匹もいない	茶色の犬は空中にジャンプしている	4.0	contradiction
7838	茶色の犬が水の中に跳び込んでいる	茶色の犬が空中に跳んでいる	3.3	neutral
7839	茶色の犬は空中にジャンプしている	茶色の犬が空中に跳んでいる	5.0	entailment
7841	馬に乗った男性が走路を走っていて、手を振っている	オートバイに乗った男性が走路を走っていて、手を振っている	3.0	neutral
7844	オートバイに乗った男性が走路を走っていて、手を振っている	オートバイに乗った人は自分の腕を挙げている	3.3	neutral
7847	馬に乗った男性が走路を走っていて、手を振っている	オートバイに乗った人は片腕を挙げている	2.0	neutral
7849	二人の大人が黄色の花々の野原でスクーターの上に立っている	二人の大人が花々の野原でスクーターの上に立っている	4.7	entailment
7851	ヘルメットをかぶっている二人の人が黄色と白の花々の上を走行している	ヘルメットをかぶっている二人の人が黄色と白の花々の上で運転している	4.0	entailment
7859	ある人がダートバイクに乗ってダートヒルを上っている	ある人がダートバイクに乗ってダートヒルを下りている	3.3	contradiction
7861	泥だらけの小道に沿ってバイクに乗っている人は一人もいない	ある人が泥だらけの小道に沿ってバイクに乗っている	3.7	contradiction
7864	男性がダートバイクに乗ってダートヒルを下りている	ある人が泥だらけの小道に沿ってバイクに乗っている	3.0	neutral
7866	ある人が泥だらけの小道に沿ってバイクに乗っている	ある人がダートバイクに乗ってダートヒルを下りている	2.7	neutral
7867	青い服を着た男性が未舗装の道路で馬に乗っている	青い服を着た男性が未舗装の道路で動物に乗っている	4.3	entailment
7868	青い服を着た男性が未舗装の道路で馬に乗っている	青い服を着た女性が未舗装の道路で馬に乗っている	3.7	neutral
7869	青い服を着た男性が未舗装の道路で馬に乗っている	男性が青い道路で汚れた馬に乗っている	2.7	neutral
